product_code,customer_code,market_code,order_date,sales_qty,sales_amount,cost_price,profit,profit_margin,Revenue,Total Expense (COGS),Net Income,Total Equity,Total Assets ,Operating Income ,Gross Margin,Net Margin,Ratio of Equity,Ratio of Assets,Operating  Margin 
Prod129,Cus016,Mark007,06-10-2020,1,60,37.2,22.8,0.38,60,37.2,22.8,22.8,97.2,82.8,0.38,38,100,23.46,138
Prod065,Cus002,Mark007,06-10-2020,1,190,256.5,-66.5,-0.35,190,256.5,-66.5,-66.5,446.5,123.5,-0.35,-35,100,-14.89,65
Prod105,Cus037,Mark007,06-10-2020,1,222,208.68,13.32,0.06,222,208.68,13.32,13.32,430.68,235.32,0.06,6,100,3.09,106
Prod242,Cus037,Mark007,06-10-2020,1,65,58.5,6.5,0.1,65,58.5,6.5,6.5,123.5,71.5,0.1,10,100,5.26,110
Prod251,Cus037,Mark007,06-10-2020,1,65,85.15,-20.15,-0.31,65,85.15,-20.15,-20.15,150.15,44.85,-0.31,-31,100,-13.42,69
Prod117,Cus037,Mark007,06-10-2020,1,282,372.24,-90.24,-0.32,282,372.24,-90.24,-90.24,654.24,191.76,-0.32,-32,100,-13.79,68
Prod295,Cus016,Mark002,06-10-2020,1,37,36.26,0.74,0.02,37,36.26,0.74,0.74,73.26,37.74,0.02,2,100,1.01,102
Prod011,Cus016,Mark002,06-10-2020,1,505,404,101,0.2,505,404,101,101,909,606,0.2,20,100,11.11,120
Prod039,Cus016,Mark002,06-10-2020,1,523,664.21,-141.21,-0.27,523,664.21,-141.21,-141.21,1187.21,381.79,-0.27,-27,100,-11.89,73
Prod185,Cus016,Mark002,06-10-2020,1,190,205.2,-15.2,-0.08,190,205.2,-15.2,-15.2,395.2,174.8,-0.08,-8,100,-3.85,92
Prod205,Cus016,Mark002,06-10-2020,1,102,136.68,-34.68,-0.34,102,136.68,-34.68,-34.68,238.68,67.32,-0.34,-34,100,-14.53,66
Prod206,Cus016,Mark002,06-10-2020,1,472,632.48,-160.48,-0.34,472,632.48,-160.48,-160.48,1104.48,311.52,-0.34,-34,100,-14.53,66
Prod210,Cus016,Mark002,06-10-2020,1,407,435.49,-28.49,-0.07,407,435.49,-28.49,-28.49,842.49,378.51,-0.07,-7,100,-3.38,93
Prod212,Cus016,Mark002,06-10-2020,1,644,540.96,103.04,0.16,644,540.96,103.04,103.04,1184.96,747.04,0.16,16,100,8.7,116
Prod219,Cus016,Mark002,06-10-2020,1,287,226.73,60.27,0.21,287,226.73,60.27,60.27,513.73,347.27,0.21,21,100,11.73,121
Prod267,Cus016,Mark002,06-10-2020,1,315,233.1,81.9,0.26,315,233.1,81.9,81.9,548.1,396.9,0.26,26,100,14.94,126
Prod286,Cus016,Mark002,06-10-2020,1,120,154.8,-34.8,-0.29,120,154.8,-34.8,-34.8,274.8,85.2,-0.29,-29,100,-12.66,71
Prod294,Cus016,Mark002,06-10-2020,1,153,166.77,-13.77,-0.09,153,166.77,-13.77,-13.77,319.77,139.23,-0.09,-9,100,-4.31,91
Prod106,Cus016,Mark002,06-10-2020,1,231,173.25,57.75,0.25,231,173.25,57.75,57.75,404.25,288.75,0.25,25,100,14.29,125
Prod234,Cus016,Mark002,06-10-2020,1,1352,1392.56,-40.56,-0.03,1352,1392.56,-40.56,-40.56,2744.56,1311.44,-0.03,-3,100,-1.48,97
Prod237,Cus016,Mark002,06-10-2020,1,523,632.83,-109.83,-0.21,523,632.83,-109.83,-109.83,1155.83,413.17,-0.21,-21,100,-9.5,79
Prod101,Cus023,Mark002,06-10-2020,1,398,517.4,-119.4,-0.3,398,517.4,-119.4,-119.4,915.4,278.6,-0.3,-30,100,-13.04,70
Prod105,Cus023,Mark002,06-10-2020,1,394,449.16,-55.16,-0.14,394,449.16,-55.16,-55.16,843.16,338.84,-0.14,-14,100,-6.54,86
Prod117,Cus023,Mark002,06-10-2020,1,56,49.28,6.72,0.12,56,49.28,6.72,6.72,105.28,62.72,0.12,12,100,6.38,112
Prod106,Cus023,Mark002,06-10-2020,1,574,396.06,177.94,0.31,574,396.06,177.94,177.94,970.06,751.94,0.31,31,100,18.34,131
Prod212,Cus023,Mark002,06-10-2020,1,329,279.65,49.35,0.15,329,279.65,49.35,49.35,608.65,378.35,0.15,15,100,8.11,115
Prod234,Cus023,Mark002,06-10-2020,1,282,200.22,81.78,0.29,282,200.22,81.78,81.78,482.22,363.78,0.29,29,100,16.96,129
Prod237,Cus023,Mark002,06-10-2020,1,1616,1858.4,-242.4,-0.15,1616,1858.4,-242.4,-242.4,3474.4,1373.6,-0.15,-15,100,-6.98,85
Prod287,Cus001,Mark010,06-10-2020,1,227,295.1,-68.1,-0.3,227,295.1,-68.1,-68.1,522.1,158.9,-0.3,-30,100,-13.04,70
Prod291,Cus001,Mark010,06-10-2020,1,315,390.6,-75.6,-0.24,315,390.6,-75.6,-75.6,705.6,239.4,-0.24,-24,100,-10.71,76
Prod293,Cus001,Mark010,06-10-2020,1,394,484.62,-90.62,-0.23,394,484.62,-90.62,-90.62,878.62,303.38,-0.23,-23,100,-10.31,77
Prod282,Cus001,Mark010,06-10-2020,2,366,344.04,21.96,0.06,732,688.08,43.92,387.96,710.04,753.96,0.06,6,11.32,6.19,103
Prod025,Cus016,Mark002,06-10-2020,2,4569,5756.94,-1187.94,-0.26,9138,11513.88,-2375.88,3381.06,10325.94,7950.06,-0.26,-26,-70.27,-23.01,87
Prod129,Cus016,Mark002,06-10-2020,2,704,612.48,91.52,0.13,1408,1224.96,183.04,795.52,1316.48,1499.52,0.13,13,23.01,13.9,106.5
Prod180,Cus037,Mark007,06-10-2020,2,2620,2882,-262,-0.1,5240,5764,-524,2358,5502,4978,-0.1,-10,-22.22,-9.52,95
Prod106,Cus037,Mark007,06-10-2020,2,1421,1804.67,-383.67,-0.27,2842,3609.34,-767.34,1037.33,3225.67,2458.33,-0.27,-27,-73.97,-23.79,86.5
Prod129,Cus037,Mark007,06-10-2020,2,917,889.49,27.51,0.03,1834,1778.98,55.02,944.51,1806.49,1861.51,0.03,3,5.83,3.05,101.5
Prod234,Cus010,Mark003,06-10-2020,2,2245,2761.35,-516.35,-0.23,4490,5522.7,-1032.7,1728.65,5006.35,3973.65,-0.23,-23,-59.74,-20.63,88.5
Prod033,Cus011,Mark003,06-10-2020,2,6361,6997.1,-636.1,-0.1,12722,13994.2,-1272.2,5724.9,13358.1,12085.9,-0.1,-10,-22.22,-9.52,95
Prod188,Cus027,Mark003,06-10-2020,2,3120,3868.8,-748.8,-0.24,6240,7737.6,-1497.6,2371.2,6988.8,5491.2,-0.24,-24,-63.16,-21.43,88
Prod239,Cus005,Mark004,06-10-2020,2,97,78.57,18.43,0.19,194,157.14,36.86,115.43,175.57,212.43,0.19,19,31.93,20.99,109.5
Prod021,Cus011,Mark003,06-10-2020,3,8713,7667.44,1045.56,0.12,26139,23002.32,3136.68,18471.56,16380.44,27184.56,0.12,12,16.98,19.15,104
Prod103,Cus011,Mark003,06-10-2020,3,5417,3466.88,1950.12,0.36,16251,10400.64,5850.36,12784.12,8883.88,18201.12,0.36,36,45.76,65.85,112
Prod226,Cus027,Mark003,06-10-2020,3,9528,10861.92,-1333.92,-0.14,28584,32585.76,-4001.76,17722.08,20389.92,27250.08,-0.14,-14,-22.58,-19.63,95.33
Prod065,Cus010,Mark003,06-10-2020,3,833,1032.92,-199.92,-0.24,2499,3098.76,-599.76,1466.08,1865.92,2299.08,-0.24,-24,-40.91,-32.14,92
Prod234,Cus037,Mark007,06-10-2020,3,3569,2997.96,571.04,0.16,10707,8993.88,1713.12,7709.04,6566.96,11278.04,0.16,16,22.22,26.09,105.33
Prod106,Cus002,Mark007,06-10-2020,3,2889,1877.85,1011.15,0.35,8667,5633.55,3033.45,6789.15,4766.85,9678.15,0.35,35,44.68,63.64,111.67
Prod234,Cus002,Mark007,06-10-2020,3,4097,5408.04,-1311.04,-0.32,12291,16224.12,-3933.12,6882.96,9505.04,10979.96,-0.32,-32,-57.14,-41.38,89.33
Prod237,Cus002,Mark007,06-10-2020,3,6963,7589.67,-626.67,-0.09,20889,22769.01,-1880.01,13299.33,14552.67,20262.33,-0.09,-9,-14.14,-12.92,97
Prod135,Cus033,Mark005,06-10-2020,3,690,876.3,-186.3,-0.27,2070,2628.9,-558.9,1193.7,1566.3,1883.7,-0.27,-27,-46.82,-35.68,91
Prod196,Cus033,Mark005,06-10-2020,3,2009,1928.64,80.36,0.04,6027,5785.92,241.08,4098.36,3937.64,6107.36,0.04,4,5.88,6.12,101.33
Prod216,Cus033,Mark005,06-10-2020,3,4329,5411.25,-1082.25,-0.25,12987,16233.75,-3246.75,7575.75,9740.25,11904.75,-0.25,-25,-42.86,-33.33,91.67
Prod239,Cus033,Mark005,06-10-2020,3,5037,5591.07,-554.07,-0.11,15111,16773.21,-1662.21,9519.93,10628.07,14556.93,-0.11,-11,-17.46,-15.64,96.33
Prod284,Cus001,Mark010,06-10-2020,3,407,451.77,-44.77,-0.11,1221,1355.31,-134.31,769.23,858.77,1176.23,-0.11,-11,-17.46,-15.64,96.33
Prod126,Cus033,Mark005,06-10-2020,20,3407,4531.31,-1124.31,-0.33,68140,90626.2,-22486.2,63608.69,7938.31,67015.69,-0.33,-33,-35.35,-283.26,98.35
Prod224,Cus033,Mark005,06-10-2020,7,18523,22227.6,-3704.6,-0.2,129661,155593.2,-25932.2,107433.4,40750.6,125956.4,-0.2,-20,-24.14,-63.64,97.14
Prod113,Cus033,Mark005,06-10-2020,4,1546,1793.36,-247.36,-0.16,6184,7173.44,-989.44,4390.64,3339.36,5936.64,-0.16,-16,-22.54,-29.63,96
Prod129,Cus033,Mark005,06-10-2020,5,2616,3217.68,-601.68,-0.23,13080,16088.4,-3008.4,9862.32,5833.68,12478.32,-0.23,-23,-30.5,-51.57,95.4
Prod105,Cus003,Mark014,06-10-2020,90,23958,20124.72,3833.28,0.16,2156220,1811224.8,344995.2,2136095.28,44082.72,2160053.28,0.16,16,16.15,782.61,100.18
Prod093,Cus003,Mark014,06-10-2020,400,43560,28749.6,14810.4,0.34,17424000,11499840,5924160,17395250.4,72309.6,17438810.4,0.34,34,34.06,8192.77,100.09
Prod241,Cus003,Mark014,06-10-2020,21,1778,2346.96,-568.96,-0.32,37338,49286.16,-11948.16,34991.04,4124.96,36769.04,-0.32,-32,-34.15,-289.66,98.48
Prod249,Cus003,Mark014,06-10-2020,22,2111,1604.36,506.64,0.24,46442,35295.92,11146.08,44837.64,3715.36,46948.64,0.24,24,24.86,300,101.09
Prod053,Cus002,Mark007,06-10-2020,11,3870,3521.7,348.3,0.09,42570,38738.7,3831.3,39048.3,7391.7,42918.3,0.09,9,9.81,51.83,100.82
Prod057,Cus002,Mark007,06-10-2020,6,3185,2293.2,891.8,0.28,19110,13759.2,5350.8,16816.8,5478.2,20001.8,0.28,28,31.82,97.67,104.67
Prod129,Cus002,Mark007,06-10-2020,7,3171,4122.3,-951.3,-0.3,22197,28856.1,-6659.1,18074.7,7293.3,21245.7,-0.3,-30,-36.84,-91.3,95.71
Prod026,Cus030,Mark007,06-10-2020,14,7921,4990.23,2930.77,0.37,110894,69863.22,41030.78,105903.77,12911.23,113824.77,0.37,37,38.74,317.79,102.64
Prod053,Cus037,Mark007,06-10-2020,4,1565,1690.2,-125.2,-0.08,6260,6760.8,-500.8,4569.8,3255.2,6134.8,-0.08,-8,-10.96,-15.38,98
Prod238,Cus001,Mark010,06-10-2020,32,1963,2237.82,-274.82,-0.14,62816,71610.24,-8794.24,60578.18,4200.82,62541.18,-0.14,-14,-14.52,-209.35,99.56
Prod268,Cus001,Mark010,06-10-2020,6,4829,6132.83,-1303.83,-0.27,28974,36796.98,-7822.98,22841.17,10961.83,27670.17,-0.27,-27,-34.25,-71.37,95.5
Prod105,Cus001,Mark010,06-10-2020,6,1366,1202.08,163.92,0.12,8196,7212.48,983.52,6993.92,2568.08,8359.92,0.12,12,14.06,38.3,102
Prod093,Cus001,Mark010,06-10-2020,25,1764,2293.2,-529.2,-0.3,44100,57330,-13230,41806.8,4057.2,43570.8,-0.3,-30,-31.65,-326.09,98.8
Prod260,Cus001,Mark010,06-10-2020,44,4588,5505.6,-917.6,-0.2,201872,242246.4,-40374.4,196366.4,10093.6,200954.4,-0.2,-20,-20.56,-400,99.55
Prod241,Cus001,Mark010,06-10-2020,5,380,323,57,0.15,1900,1615,285,1577,703,1957,0.15,15,18.07,40.54,103
Prod198,Cus022,Mark002,06-10-2020,13,11796,10144.56,1651.44,0.14,153348,131879.28,21468.72,143203.44,21940.56,154999.44,0.14,14,14.99,97.85,101.08
Prod101,Cus022,Mark002,06-10-2020,7,1704,1550.64,153.36,0.09,11928,10854.48,1073.52,10377.36,3254.64,12081.36,0.09,9,10.34,32.98,101.29
Prod223,Cus022,Mark002,06-10-2020,13,28269,18657.54,9611.46,0.34,367497,242548.02,124948.98,348839.46,46926.54,377108.46,0.34,34,35.82,266.27,102.62
Prod119,Cus029,Mark002,06-10-2020,6,852,1073.52,-221.52,-0.26,5112,6441.12,-1329.12,4038.48,1925.52,4890.48,-0.26,-26,-32.91,-69.03,95.67
Prod129,Cus029,Mark002,06-10-2020,12,3269,3367.07,-98.07,-0.03,39228,40404.84,-1176.84,35860.93,6636.07,39129.93,-0.03,-3,-3.28,-17.73,99.75
Prod024,Cus016,Mark002,06-10-2020,14,21218,28219.94,-7001.94,-0.33,297052,395079.16,-98027.16,268832.06,49437.94,290050.06,-0.33,-33,-36.46,-198.28,97.64
Prod017,Cus016,Mark002,06-10-2020,4,8384,11150.72,-2766.72,-0.33,33536,44602.88,-11066.88,22385.28,19534.72,30769.28,-0.33,-33,-49.44,-56.65,91.75
Prod218,Cus016,Mark002,06-10-2020,9,9532,5909.84,3622.16,0.38,85788,53188.56,32599.44,79878.16,15441.84,89410.16,0.38,38,40.81,211.11,104.22
Prod218,Cus003,Mark003,06-10-2020,80,89338,116139.4,-26801.4,-0.3,7147040,9291152,-2144112,7030900.6,205477.4,7120238.6,-0.3,-30,-30.5,-1043.48,99.63
Prod218,Cus027,Mark003,06-10-2020,20,32398,41145.46,-8747.46,-0.27,647960,822909.2,-174949.2,606814.54,73543.46,639212.54,-0.27,-27,-28.83,-237.89,98.65
Prod060,Cus003,Mark003,06-10-2020,115,48264,63708.48,-15444.48,-0.32,5550360,7326475.2,-1776115.2,5486651.52,111972.48,5534915.52,-0.32,-32,-32.37,-1586.21,99.72
Prod060,Cus010,Mark003,06-10-2020,11,5023,6328.98,-1305.98,-0.26,55253,69618.78,-14365.78,48924.02,11351.98,53947.02,-0.26,-26,-29.36,-126.55,97.64
Prod103,Cus012,Mark003,06-10-2020,5,6662,6928.48,-266.48,-0.04,33310,34642.4,-1332.4,26381.52,13590.48,33043.52,-0.04,-4,-5.05,-9.8,99.2
Prod021,Cus027,Mark003,06-10-2020,13,41880,47324.4,-5444.4,-0.13,544440,615217.2,-70777.2,497115.6,89204.4,538995.6,-0.13,-13,-14.24,-79.34,99
Prod113,Cus011,Mark003,06-10-2020,6,2505,1628.25,876.75,0.35,15030,9769.5,5260.5,13401.75,4133.25,15906.75,0.35,35,39.25,127.27,105.83
Prod066,Cus003,Mark003,06-10-2020,5,2421,3195.72,-774.72,-0.32,12105,15978.6,-3873.6,8909.28,5616.72,11330.28,-0.32,-32,-43.48,-68.97,93.6
Prod021,Cus003,Mark003,06-10-2020,13,30528,32359.68,-1831.68,-0.06,396864,420675.84,-23811.84,364504.32,62887.68,395032.32,-0.06,-6,-6.53,-37.86,99.54
Prod133,Cus003,Mark003,06-10-2020,24,24875,22387.5,2487.5,0.1,597000,537300,59700,574612.5,47262.5,599487.5,0.1,10,10.39,126.32,100.42
Prod226,Cus003,Mark003,06-10-2020,23,45981,48739.86,-2758.86,-0.06,1057563,1121016.78,-63453.78,1008823.14,94720.86,1054804.14,-0.06,-6,-6.29,-66.99,99.74
Prod207,Cus027,Mark003,06-10-2020,7,8644,6310.12,2333.88,0.27,60508,44170.84,16337.16,54197.88,14954.12,62841.88,0.27,27,30.14,109.25,103.86
Prod218,Cus012,Mark003,06-10-2020,7,8847,7519.95,1327.05,0.15,61929,52639.65,9289.35,54409.05,16366.95,63256.05,0.15,15,17.07,56.76,102.14
Prod065,Cus003,Mark003,06-10-2020,107,26926,24233.4,2692.6,0.1,2881082,2592973.8,288108.2,2856848.6,51159.4,2883774.6,0.1,10,10.08,563.16,100.09
Prod239,Cus007,Mark004,06-10-2020,13,898,556.76,341.24,0.38,11674,7237.88,4436.12,11117.24,1454.76,12015.24,0.38,38,39.9,304.94,102.92
Prod245,Cus005,Mark004,06-10-2020,60,5255,5097.35,157.65,0.03,315300,305841,9459,310202.65,10352.35,315457.65,0.03,3,3.05,91.37,100.05
Prod099,Cus005,Mark004,06-10-2020,7,1667,1416.95,250.05,0.15,11669,9918.65,1750.35,10252.05,3083.95,11919.05,0.15,15,17.07,56.76,102.14
Prod271,Cus032,Mark011,09-10-2020,1,481,331.89,149.11,0.31,481,331.89,149.11,149.11,812.89,630.11,0.31,31,100,18.34,131
Prod004,Cus007,Mark004,09-10-2020,1,185,225.7,-40.7,-0.22,185,225.7,-40.7,-40.7,410.7,144.3,-0.22,-22,100,-9.91,78
Prod019,Cus007,Mark004,09-10-2020,1,1606,1911.14,-305.14,-0.19,1606,1911.14,-305.14,-305.14,3517.14,1300.86,-0.19,-19,100,-8.68,81
Prod038,Cus007,Mark004,09-10-2020,1,301,406.35,-105.35,-0.35,301,406.35,-105.35,-105.35,707.35,195.65,-0.35,-35,100,-14.89,65
Prod099,Cus007,Mark004,09-10-2020,1,704,816.64,-112.64,-0.16,704,816.64,-112.64,-112.64,1520.64,591.36,-0.16,-16,100,-7.41,84
Prod102,Cus007,Mark004,09-10-2020,1,1139,1332.63,-193.63,-0.17,1139,1332.63,-193.63,-193.63,2471.63,945.37,-0.17,-17,100,-7.83,83
Prod113,Cus007,Mark004,09-10-2020,1,167,223.78,-56.78,-0.34,167,223.78,-56.78,-56.78,390.78,110.22,-0.34,-34,100,-14.53,66
Prod129,Cus007,Mark004,09-10-2020,1,551,363.66,187.34,0.34,551,363.66,187.34,187.34,914.66,738.34,0.34,34,100,20.48,134
Prod134,Cus007,Mark004,09-10-2020,1,46,37.26,8.74,0.19,46,37.26,8.74,8.74,83.26,54.74,0.19,19,100,10.5,119
Prod205,Cus007,Mark004,09-10-2020,1,977,605.74,371.26,0.38,977,605.74,371.26,371.26,1582.74,1348.26,0.38,38,100,23.46,138
Prod206,Cus007,Mark004,09-10-2020,1,315,362.25,-47.25,-0.15,315,362.25,-47.25,-47.25,677.25,267.75,-0.15,-15,100,-6.98,85
Prod207,Cus007,Mark004,09-10-2020,1,949,920.53,28.47,0.03,949,920.53,28.47,28.47,1869.53,977.47,0.03,3,100,1.52,103
Prod212,Cus007,Mark004,09-10-2020,1,162,139.32,22.68,0.14,162,139.32,22.68,22.68,301.32,184.68,0.14,14,100,7.53,114
Prod218,Cus007,Mark004,09-10-2020,1,343,415.03,-72.03,-0.21,343,415.03,-72.03,-72.03,758.03,270.97,-0.21,-21,100,-9.5,79
Prod265,Cus007,Mark004,09-10-2020,1,264,314.16,-50.16,-0.19,264,314.16,-50.16,-50.16,578.16,213.84,-0.19,-19,100,-8.68,81
Prod275,Cus007,Mark004,09-10-2020,1,931,931,0,0,931,931,0,0,1862,931,0,0,#DIV/0!,0,100
Prod297,Cus007,Mark004,09-10-2020,1,282,248.16,33.84,0.12,282,248.16,33.84,33.84,530.16,315.84,0.12,12,100,6.38,112
Prod216,Cus007,Mark004,09-10-2020,1,537,424.23,112.77,0.21,537,424.23,112.77,112.77,961.23,649.77,0.21,21,100,11.73,121
Prod219,Cus007,Mark004,09-10-2020,1,537,526.26,10.74,0.02,537,526.26,10.74,10.74,1063.26,547.74,0.02,2,100,1.01,102
Prod232,Cus007,Mark004,09-10-2020,1,579,636.9,-57.9,-0.1,579,636.9,-57.9,-57.9,1215.9,521.1,-0.1,-10,100,-4.76,90
Prod126,Cus007,Mark004,09-10-2020,1,93,120.9,-27.9,-0.3,93,120.9,-27.9,-27.9,213.9,65.1,-0.3,-30,100,-13.04,70
Prod285,Cus007,Mark004,09-10-2020,1,153,166.77,-13.77,-0.09,153,166.77,-13.77,-13.77,319.77,139.23,-0.09,-9,100,-4.31,91
Prod214,Cus007,Mark004,09-10-2020,1,194,126.1,67.9,0.35,194,126.1,67.9,67.9,320.1,261.9,0.35,35,100,21.21,135
Prod273,Cus007,Mark004,09-10-2020,1,194,192.06,1.94,0.01,194,192.06,1.94,1.94,386.06,195.94,0.01,1,100,0.5,101
Prod113,Cus020,Mark004,09-10-2020,1,194,116.4,77.6,0.4,194,116.4,77.6,77.6,310.4,271.6,0.4,40,100,25,140
Prod246,Cus020,Mark004,09-10-2020,1,106,96.46,9.54,0.09,106,96.46,9.54,9.54,202.46,115.54,0.09,9,100,4.71,109
Prod290,Cus005,Mark004,09-10-2020,1,241,241,0,0,241,241,0,0,482,241,0,0,#DIV/0!,0,100
Prod295,Cus005,Mark004,09-10-2020,1,162,97.2,64.8,0.4,162,97.2,64.8,64.8,259.2,226.8,0.4,40,100,25,140
Prod099,Cus005,Mark004,09-10-2020,1,333,253.08,79.92,0.24,333,253.08,79.92,79.92,586.08,412.92,0.24,24,100,13.64,124
Prod102,Cus005,Mark004,09-10-2020,1,380,345.8,34.2,0.09,380,345.8,34.2,34.2,725.8,414.2,0.09,9,100,4.71,109
Prod129,Cus005,Mark004,09-10-2020,1,245,178.85,66.15,0.27,245,178.85,66.15,66.15,423.85,311.15,0.27,27,100,15.61,127
Prod298,Cus005,Mark004,09-10-2020,1,245,159.25,85.75,0.35,245,159.25,85.75,85.75,404.25,330.75,0.35,35,100,21.21,135
Prod276,Cus005,Mark004,09-10-2020,1,116,89.32,26.68,0.23,116,89.32,26.68,26.68,205.32,142.68,0.23,23,100,12.99,123
Prod239,Cus005,Mark004,09-10-2020,1,37,31.82,5.18,0.14,37,31.82,5.18,5.18,68.82,42.18,0.14,14,100,7.53,114
Prod252,Cus005,Mark004,09-10-2020,1,120,134.4,-14.4,-0.12,120,134.4,-14.4,-14.4,254.4,105.6,-0.12,-12,100,-5.66,88
Prod279,Cus005,Mark004,09-10-2020,1,120,92.4,27.6,0.23,120,92.4,27.6,27.6,212.4,147.6,0.23,23,100,12.99,123
Prod278,Cus005,Mark004,09-10-2020,1,134,125.96,8.04,0.06,134,125.96,8.04,8.04,259.96,142.04,0.06,6,100,3.09,106
Prod280,Cus005,Mark004,09-10-2020,1,69,90.39,-21.39,-0.31,69,90.39,-21.39,-21.39,159.39,47.61,-0.31,-31,100,-13.42,69
Prod292,Cus005,Mark004,09-10-2020,1,106,103.88,2.12,0.02,106,103.88,2.12,2.12,209.88,108.12,0.02,2,100,1.01,102
Prod117,Cus005,Mark004,09-10-2020,1,106,77.38,28.62,0.27,106,77.38,28.62,28.62,183.38,134.62,0.27,27,100,15.61,127
Prod283,Cus005,Mark004,09-10-2020,1,51,56.61,-5.61,-0.11,51,56.61,-5.61,-5.61,107.61,45.39,-0.11,-11,100,-5.21,89
Prod177,Cus005,Mark004,09-10-2020,1,185,140.6,44.4,0.24,185,140.6,44.4,44.4,325.6,229.4,0.24,24,100,13.64,124
Prod187,Cus005,Mark004,09-10-2020,1,185,188.7,-3.7,-0.02,185,188.7,-3.7,-3.7,373.7,181.3,-0.02,-2,100,-0.99,98
Prod297,Cus005,Mark004,09-10-2020,1,144,178.56,-34.56,-0.24,144,178.56,-34.56,-34.56,322.56,109.44,-0.24,-24,100,-10.71,76
Prod294,Cus005,Mark004,09-10-2020,1,148,137.64,10.36,0.07,148,137.64,10.36,10.36,285.64,158.36,0.07,7,100,3.63,107
Prod270,Cus005,Mark004,09-10-2020,1,93,92.07,0.93,0.01,93,92.07,0.93,0.93,185.07,93.93,0.01,1,100,0.5,101
Prod137,Cus005,Mark004,09-10-2020,1,74,46.62,27.38,0.37,74,46.62,27.38,27.38,120.62,101.38,0.37,37,100,22.7,137
Prod271,Cus005,Mark004,09-10-2020,1,74,94.72,-20.72,-0.28,74,94.72,-20.72,-20.72,168.72,53.28,-0.28,-28,100,-12.28,72
Prod122,Cus005,Mark004,09-10-2020,1,46,54.74,-8.74,-0.19,46,54.74,-8.74,-8.74,100.74,37.26,-0.19,-19,100,-8.68,81
Prod188,Cus003,Mark003,09-10-2020,1,431,543.06,-112.06,-0.26,431,543.06,-112.06,-112.06,974.06,318.94,-0.26,-26,100,-11.5,74
Prod060,Cus003,Mark003,09-10-2020,1,287,338.66,-51.66,-0.18,287,338.66,-51.66,-51.66,625.66,235.34,-0.18,-18,100,-8.26,82
Prod118,Cus003,Mark003,09-10-2020,1,356,270.56,85.44,0.24,356,270.56,85.44,85.44,626.56,441.44,0.24,24,100,13.64,124
Prod133,Cus003,Mark003,09-10-2020,1,417,400.32,16.68,0.04,417,400.32,16.68,16.68,817.32,433.68,0.04,4,100,2.04,104
Prod218,Cus003,Mark003,09-10-2020,1,1116,770.04,345.96,0.31,1116,770.04,345.96,345.96,1886.04,1461.96,0.31,31,100,18.34,131
Prod207,Cus003,Mark003,09-10-2020,1,611,525.46,85.54,0.14,611,525.46,85.54,85.54,1136.46,696.54,0.14,14,100,7.53,114
Prod113,Cus003,Mark003,09-10-2020,1,222,273.06,-51.06,-0.23,222,273.06,-51.06,-51.06,495.06,170.94,-0.23,-23,100,-10.31,77
Prod226,Cus003,Mark003,09-10-2020,1,657,722.7,-65.7,-0.1,657,722.7,-65.7,-65.7,1379.7,591.3,-0.1,-10,100,-4.76,90
Prod039,Cus024,Mark002,09-10-2020,1,583,466.4,116.6,0.2,583,466.4,116.6,116.6,1049.4,699.6,0.2,20,100,11.11,120
Prod185,Cus024,Mark002,09-10-2020,1,1431,1931.85,-500.85,-0.35,1431,1931.85,-500.85,-500.85,3362.85,930.15,-0.35,-35,100,-14.89,65
Prod113,Cus001,Mark010,09-10-2020,1,9,11.97,-2.97,-0.33,9,11.97,-2.97,-2.97,20.97,6.03,-0.33,-33,100,-14.16,67
Prod136,Cus001,Mark010,09-10-2020,1,255,288.15,-33.15,-0.13,255,288.15,-33.15,-33.15,543.15,221.85,-0.13,-13,100,-6.1,87
Prod287,Cus001,Mark010,09-10-2020,1,426,272.64,153.36,0.36,426,272.64,153.36,153.36,698.64,579.36,0.36,36,100,21.95,136
Prod284,Cus001,Mark010,09-10-2020,1,486,495.72,-9.72,-0.02,486,495.72,-9.72,-9.72,981.72,476.28,-0.02,-2,100,-0.99,98
Prod293,Cus001,Mark010,09-10-2020,1,926,1166.76,-240.76,-0.26,926,1166.76,-240.76,-240.76,2092.76,685.24,-0.26,-26,100,-11.5,74
Prod289,Cus001,Mark010,09-10-2020,2,634,805.18,-171.18,-0.27,1268,1610.36,-342.36,462.82,1439.18,1096.82,-0.27,-27,-73.97,-23.79,86.5
Prod234,Cus012,Mark007,09-10-2020,2,2324,1487.36,836.64,0.36,4648,2974.72,1673.28,3160.64,3811.36,5484.64,0.36,36,52.94,43.9,118
Prod238,Cus012,Mark003,09-10-2020,2,5995,5875.1,119.9,0.02,11990,11750.2,239.8,6114.9,11870.1,12109.9,0.02,2,3.92,2.02,101
Prod116,Cus007,Mark004,09-10-2020,2,1319,1780.65,-461.65,-0.35,2638,3561.3,-923.3,857.35,3099.65,2176.35,-0.35,-35,-107.69,-29.79,82.5
Prod221,Cus007,Mark004,09-10-2020,2,1019,733.68,285.32,0.28,2038,1467.36,570.64,1304.32,1752.68,2323.32,0.28,28,43.75,32.56,114
Prod286,Cus005,Mark004,09-10-2020,2,347,291.48,55.52,0.16,694,582.96,111.04,402.52,638.48,749.52,0.16,16,27.59,17.39,108
